SNR (dB),Cosine Similarity Mean,95% CI Lower Bound,95% CI Upper Bound,Baseline-Original Cosine Similarity
0.0,0.9968944430351258,0.993196823514014,1.0005920625562374,0.9744312942028046
0.025,0.8339232087135315,0.7972509496315148,0.8705954677955483,0.9744312942028046
0.05,0.8435349643230439,0.7976844866433517,0.8893854420027361,0.9744312942028046
0.07500000000000001,0.8352115333080292,0.796933409789447,0.8734896568266114,0.9744312942028046
0.1,0.8476452529430389,0.8179778774079483,0.8773126284781296,0.9744312942028046
0.125,0.8021161735057831,0.7685052317667338,0.8357271152448325,0.9744312942028046
0.15000000000000002,0.857144033908844,0.8305109401639372,0.8837771276537507,0.9744312942028046
0.17500000000000002,0.8083635151386261,0.7720090915445046,0.8447179387327477,0.9744312942028046
0.2,0.7671461045742035,0.6970293934974428,0.8372628156509643,0.9744312942028046
0.225,0.8092302143573761,0.773730685753947,0.8447297429608052,0.9744312942028046
0.25,0.8167508006095886,0.7750111729632386,0.8584904282559386,0.9744312942028046
0.275,0.8492321968078613,0.8187999360768773,0.8796644575388454,0.9744312942028046
0.30000000000000004,0.7757934123277664,0.6641217785775411,0.8874650460779918,0.9744312942028046
0.325,0.8122471928596496,0.7768423369559787,0.8476520487633206,0.9744312942028046
0.35000000000000003,0.8438142299652099,0.8042827988404497,0.8833456610899701,0.9744312942028046
0.375,0.8338372349739075,0.8061352288409819,0.8615392411068331,0.9744312942028046
0.4,0.7978229969739914,0.7148907384279587,0.8807552555200241,0.9744312942028046
0.42500000000000004,0.844411313533783,0.8270671154205298,0.8617555116470361,0.9744312942028046
0.45,0.8389568984508514,0.8078650592117225,0.8700487376899804,0.9744312942028046
0.47500000000000003,0.8346176266670227,0.8077983203839157,0.8614369329501296,0.9744312942028046
0.5,0.8596048653125763,0.8256280517350381,0.8935816788901145,0.9744312942028046
0.525,0.8308681309223175,0.792687588581131,0.869048673263504,0.9744312942028046
0.55,0.8402677536010742,0.8072849303281098,0.8732505768740386,0.9744312942028046
0.5750000000000001,0.8052786588668823,0.6967726800284089,0.9137846377053558,0.9744312942028046
0.6000000000000001,0.745307332277298,0.6501540344339943,0.8404606301206016,0.9744312942028046
0.625,0.8415863931179046,0.8096169462583944,0.8735558399774148,0.9744312942028046
0.65,0.8490391194820404,0.8103718153845293,0.8877064235795514,0.9744312942028046
0.675,0.8664264917373657,0.8452004711137358,0.8876525123609957,0.9744312942028046
0.7000000000000001,0.7354143261909485,0.6166349046577255,0.8541937477241714,0.9744312942028046
0.7250000000000001,0.836625075340271,0.7938040208384771,0.8794461298420648,0.9744312942028046
0.75,0.836381483078003,0.7960628417738563,0.8767001243821496,0.9744312942028046
0.775,0.8438910722732544,0.8098278695799183,0.8779542749665906,0.9744312942028046
0.8,0.849421101808548,0.8263215295062364,0.8725206741108597,0.9744312942028046
0.8250000000000001,0.8334304690361023,0.7941996892294927,0.8726612488427119,0.9744312942028046
0.8500000000000001,0.8172486007213593,0.7875037181763529,0.8469934832663657,0.9744312942028046
0.875,0.8438531160354614,0.8193531457395212,0.8683530863314016,0.9744312942028046
0.9,0.832727724313736,0.806054045371944,0.8594014032555279,0.9744312942028046
0.925,0.7751845628023147,0.6716537065083514,0.878715419096278,0.9744312942028046
0.9500000000000001,0.8432735562324524,0.8050821894547666,0.8814649230101381,0.9744312942028046
0.9750000000000001,0.8236952364444733,0.7794565925506463,0.8679338803383003,0.9744312942028046
1.0,0.7932420790195465,0.729045761895872,0.8574383961432209,0.9744312942028046
