SNR (dB),Mutual Information Mean,95% CI Lower Bound,95% CI Upper Bound,Baseline-Original Mutual Information
0.0,4.42835819882581,3.9830840147725906,4.8736323828790304,3.0134366469277394
0.025,3.630483529626774,3.057329263528218,4.20363779572533,3.0134366469277394
0.05,2.8621939336641877,2.3562257305772336,3.368162136751142,3.0134366469277394
0.07500000000000001,2.3457632584717283,1.9780372387860106,2.713489278157446,3.0134366469277394
0.1,2.1490465577436937,1.8925228796898372,2.4055702357975504,3.0134366469277394
0.125,2.191977274660367,1.7700499908385254,2.6139045584822087,3.0134366469277394
0.15000000000000002,1.8309240345411446,1.6586081659094785,2.003239903172811,3.0134366469277394
0.17500000000000002,1.7509504396304139,1.6365908686696344,1.8653100105911933,3.0134366469277394
0.2,1.7335915282414216,1.6613535713679202,1.805829485114923,3.0134366469277394
0.225,1.7032635739145636,1.583688902182013,1.8228382456471142,3.0134366469277394
0.25,1.776124547231983,1.6926966140923148,1.8595524803716514,3.0134366469277394
0.275,1.6474587275658101,1.5549074786579171,1.7400099764737031,3.0134366469277394
0.30000000000000004,1.683175024285609,1.5716794628478397,1.7946705857233782,3.0134366469277394
0.325,1.653053326354441,1.5079359948722713,1.7981706578366106,3.0134366469277394
0.35000000000000003,1.5778490444260505,1.472194452050921,1.68350363680118,3.0134366469277394
0.375,1.627001757766756,1.5815019450572214,1.6725015704762904,3.0134366469277394
0.4,1.5496886518695605,1.45543587709805,1.643941426641071,3.0134366469277394
0.42500000000000004,1.5099816093053895,1.4273158896332507,1.5926473289775283,3.0134366469277394
0.45,1.5087680245629778,1.405477881216554,1.6120581679094015,3.0134366469277394
0.47500000000000003,1.4724411465550216,1.3835496514325587,1.5613326416774844,3.0134366469277394
0.5,1.4626819438967675,1.3867339145882427,1.5386299732052924,3.0134366469277394
0.525,1.4296210225118677,1.3710611230240075,1.488180921999728,3.0134366469277394
0.55,1.4656760434727043,1.3957840776721555,1.535568009273253,3.0134366469277394
0.5750000000000001,1.43298571551735,1.3523067675215599,1.51366466351314,3.0134366469277394
0.6000000000000001,1.4146291364361865,1.3387294118876552,1.4905288609847178,3.0134366469277394
0.625,1.334265539530326,1.265279808685035,1.403251270375617,3.0134366469277394
0.65,1.3512006262128782,1.261764979919829,1.4406362725059274,3.0134366469277394
0.675,1.3231907606309299,1.2554068796440272,1.3909746416178326,3.0134366469277394
0.7000000000000001,1.177796411036693,1.0420641936684294,1.3135286284049565,3.0134366469277394
0.7250000000000001,1.3052363918040863,1.2198507398912346,1.390622043716938,3.0134366469277394
0.75,1.261075181181657,1.1720589653042104,1.3500913970591035,3.0134366469277394
0.775,1.2487134402996796,1.1667264667198491,1.33070041387951,3.0134366469277394
0.8,1.2484235714367604,1.163123517406531,1.3337236254669897,3.0134366469277394
0.8250000000000001,1.2291089017927312,1.1684372045127678,1.2897805990726947,3.0134366469277394
0.8500000000000001,1.2523783014974723,1.2003902407419538,1.3043663622529909,3.0134366469277394
0.875,1.1971404772011867,1.122323841263401,1.2719571131389724,3.0134366469277394
0.9,1.2096179389544008,1.1421261685432391,1.2771097093655626,3.0134366469277394
0.925,1.210153037093016,1.157551066890884,1.2627550072951481,3.0134366469277394
0.9500000000000001,1.219429444344374,1.1643376399553964,1.2745212487333517,3.0134366469277394
0.9750000000000001,1.2260449452084725,1.1645691376399985,1.2875207527769466,3.0134366469277394
1.0,1.2252757862989216,1.1588682921143683,1.291683280483475,3.0134366469277394
