SNR (dB),Cosine Similarity Mean,95% CI Lower Bound,95% CI Upper Bound,Baseline-Original Cosine Similarity
0.0,0.9398386299610137,0.8966052022091042,0.9830720577129233,0.8556957542896271
0.025,0.8747691333293914,0.7975381169089655,0.9520001497498174,0.8556957542896271
0.05,0.8379607319831848,0.7704034014521459,0.9055180625142236,0.8556957542896271
0.07500000000000001,0.8066985785961152,0.7371439658592702,0.8762531913329601,0.8556957542896271
0.1,0.8306510210037231,0.7681503345957023,0.893151707411744,0.8556957542896271
0.125,0.8547125399112702,0.79809274149952,0.9113323383230203,0.8556957542896271
0.15000000000000002,0.7241121530532837,0.6374539288182387,0.8107703772883287,0.8556957542896271
0.17500000000000002,0.7850472331047058,0.6885381018310645,0.8815563643783472,0.8556957542896271
0.2,0.8023457616567612,0.710825180316814,0.8938663429967084,0.8556957542896271
0.225,0.7470104157924652,0.6699838223894506,0.8240370091954797,0.8556957542896271
0.25,0.7908036231994628,0.717151034656434,0.8644562117424917,0.8556957542896271
0.275,0.7183576941490173,0.6442539649037342,0.7924614233943004,0.8556957542896271
0.30000000000000004,0.7596874833106995,0.6911424793469397,0.8282324872744592,0.8556957542896271
0.325,0.7704253971576691,0.6854047626009674,0.8554460317143708,0.8556957542896271
0.35000000000000003,0.7703167408704757,0.6882842903178933,0.8523491914230582,0.8556957542896271
0.375,0.7544123083353043,0.6511174213481177,0.8577071953224908,0.8556957542896271
0.4,0.7730684459209443,0.69759851074833,0.8485383810935585,0.8556957542896271
0.42500000000000004,0.7047878324985504,0.5774585842308114,0.8321170807662893,0.8556957542896271
0.45,0.7225912511348724,0.6186039938700814,0.8265785083996635,0.8556957542896271
0.47500000000000003,0.7481677174568176,0.6736497861061574,0.8226856488074779,0.8556957542896271
0.5,0.7220045864582062,0.6277532346632024,0.81625593825321,0.8556957542896271
0.525,0.8260455906391144,0.7684650014100161,0.8836261798682128,0.8556957542896271
0.55,0.7223833918571472,0.6252680548349777,0.8194987288793166,0.8556957542896271
0.5750000000000001,0.6725331544876099,0.5945422053943256,0.7505241035808942,0.8556957542896271
0.6000000000000001,0.798270308971405,0.7142693951051733,0.8822712228376368,0.8556957542896271
0.625,0.739454734325409,0.6390356761648173,0.8398737924860007,0.8556957542896271
0.65,0.6827649801969529,0.5649748349638083,0.8005551254300974,0.8556957542896271
0.675,0.754539304971695,0.6816783607600081,0.8274002491833818,0.8556957542896271
0.7000000000000001,0.7639871180057526,0.6716232367580519,0.8563509992534533,0.8556957542896271
0.7250000000000001,0.7838845908641815,0.7060075735059061,0.8617616082224568,0.8556957542896271
0.75,0.8468321979045867,0.7861446237973106,0.9075197720118628,0.8556957542896271
0.775,0.7786632001399993,0.7028761381936195,0.8544502620863792,0.8556957542896271
0.8,0.7437307834625244,0.657400171662822,0.8300613952622268,0.8556957542896271
0.8250000000000001,0.7869046270847321,0.7252025406427478,0.8486067135267163,0.8556957542896271
0.8500000000000001,0.837288361787796,0.7914932975167751,0.8830834260588168,0.8556957542896271
0.875,0.7882413923740387,0.7241539750745585,0.8523288096735189,0.8556957542896271
0.9,0.8064511775970459,0.7492308862837955,0.8636714689102962,0.8556957542896271
0.925,0.8048534333705902,0.7423409943795332,0.8673658723616473,0.8556957542896271
0.9500000000000001,0.8161920785903931,0.7563595883124155,0.8760245688683708,0.8556957542896271
0.9750000000000001,0.7962329268455506,0.7266368449562144,0.8658290087348868,0.8556957542896271
1.0,0.8161222994327545,0.7577321951450531,0.8745124037204559,0.8556957542896271
