SNR (dB),Cosine Similarity Mean,95% CI Lower Bound,95% CI Upper Bound,Baseline-Original Cosine Similarity
0.0,0.8417419552803039,0.7537308535154269,0.929753057045181,0.7347365200519562
0.025,0.6948703050613403,0.625456212603475,0.7642843975192056,0.7347365200519562
0.05,0.6763810455799103,0.60746552632928,0.7452965648305406,0.7347365200519562
0.07500000000000001,0.6718797445297241,0.6061019320939007,0.7376575569655475,0.7347365200519562
0.1,0.6997179388999939,0.6259815603004483,0.7734543174995395,0.7347365200519562
0.125,0.6576264083385468,0.5883263634420055,0.7269264532350881,0.7347365200519562
0.15000000000000002,0.6787339329719544,0.6099731700766754,0.7474946958672334,0.7347365200519562
0.17500000000000002,0.6708100497722626,0.5963301432962218,0.7452899562483033,0.7347365200519562
0.2,0.6733655631542206,0.5962502961545311,0.7504808301539101,0.7347365200519562
0.225,0.6869443833827973,0.6059055069126592,0.7679832598529354,0.7347365200519562
0.25,0.6581412494182587,0.5998337309282036,0.7164487679083138,0.7347365200519562
0.275,0.6751721262931824,0.6097424974881255,0.7406017550982392,0.7347365200519562
0.30000000000000004,0.665533447265625,0.5998052088983215,0.7312616856329286,0.7347365200519562
0.325,0.6746791183948517,0.5966462155252807,0.7527120212644227,0.7347365200519562
0.35000000000000003,0.6644522428512574,0.6022661545374165,0.7266383311650982,0.7347365200519562
0.375,0.6696505069732666,0.5887745135210476,0.7505265004254855,0.7347365200519562
0.4,0.6488081336021423,0.5749247787852007,0.7226914884190839,0.7347365200519562
0.42500000000000004,0.6626789927482605,0.5890767475931691,0.7362812379033519,0.7347365200519562
0.45,0.6114658340811729,0.4788272436943709,0.744104424467975,0.7347365200519562
0.47500000000000003,0.6723490118980407,0.6088820077211438,0.7358160160749377,0.7347365200519562
0.5,0.6504428803920745,0.5754399073095154,0.7254458534746336,0.7347365200519562
0.525,0.6644782304763794,0.5862695966078313,0.7426868643449276,0.7347365200519562
0.55,0.6574951648712158,0.5769680125803595,0.7380223171620722,0.7347365200519562
0.5750000000000001,0.6909497499465942,0.621014959809734,0.7608845400834544,0.7347365200519562
0.6000000000000001,0.689113998413086,0.6167563653267756,0.7614716314993963,0.7347365200519562
0.625,0.6629011750221252,0.5979883264520981,0.7278140235921523,0.7347365200519562
0.65,0.6576347887516022,0.5849801671728995,0.7302894103303049,0.7347365200519562
0.675,0.6483023226261139,0.5736571243208949,0.7229475209313329,0.7347365200519562
0.7000000000000001,0.6800601065158844,0.6122367616318205,0.7478834513999484,0.7347365200519562
0.7250000000000001,0.6894873440265655,0.6207840463015026,0.7581906417516284,0.7347365200519562
0.75,0.6334254324436188,0.5643885035703594,0.7024623613168782,0.7347365200519562
0.775,0.678553706407547,0.6070574632645812,0.7500499495505127,0.7347365200519562
0.8,0.6615696638822556,0.579643069560225,0.7434962582042861,0.7347365200519562
0.8250000000000001,0.6723045110702515,0.5957555726223664,0.7488534495181365,0.7347365200519562
0.8500000000000001,0.6832858800888062,0.6049082135271966,0.7616635466504158,0.7347365200519562
0.875,0.6647930860519409,0.5876294264711851,0.7419567456326966,0.7347365200519562
0.9,0.6692437827587128,0.5991664662034697,0.7393210993139558,0.7347365200519562
0.925,0.6797756731510163,0.6081825088328787,0.7513688374691538,0.7347365200519562
0.9500000000000001,0.6732011497020721,0.5992789812522952,0.7471233181518491,0.7347365200519562
0.9750000000000001,0.6940448403358459,0.6160275247571759,0.7720621559145159,0.7347365200519562
1.0,0.6580301940441131,0.5912828919143743,0.7247774961738519,0.7347365200519562
