SNR (dB),Mutual Information Mean,95% CI Lower Bound,95% CI Upper Bound,Baseline-Original Mutual Information
0.0,3.914285012184716,3.400777115918025,4.427792908451407,2.4630316658211613
0.025,0.8345140917353785,0.6596714266217658,1.0093567568489912,2.4630316658211613
0.05,0.6786523342349027,0.5402807486753901,0.8170239197944152,2.4630316658211613
0.07500000000000001,0.5854019000525853,0.42702894640929945,0.7437748536958712,2.4630316658211613
0.1,0.58244952471145,0.43773657918684694,0.727162470236053,2.4630316658211613
0.125,0.52664375983505,0.3694019880301619,0.683885531639938,2.4630316658211613
0.15000000000000002,0.455741642126777,0.2905132986847035,0.6209699855688504,2.4630316658211613
0.17500000000000002,0.4886754054958213,0.2774935552819975,0.6998572557096451,2.4630316658211613
0.2,0.43629691583755104,0.3007381221489989,0.5718557095261032,2.4630316658211613
0.225,0.46376713273951975,0.342700310326869,0.5848339551521705,2.4630316658211613
0.25,0.41267213146087817,0.2803884585345213,0.544955804387235,2.4630316658211613
0.275,0.5640098481057774,0.3926717714913165,0.7353479247202382,2.4630316658211613
0.30000000000000004,0.5643318015943058,0.44608137708235285,0.6825822261062588,2.4630316658211613
0.325,0.2648863549437623,0.2394224604321792,0.2903502494553453,2.4630316658211613
0.35000000000000003,0.5022491067481158,0.36341065959891106,0.6410875538973206,2.4630316658211613
0.375,0.5193294587314911,0.3487333020402588,0.6899256154227233,2.4630316658211613
0.4,0.5198402210768699,0.37844354855424794,0.6612368935994919,2.4630316658211613
0.42500000000000004,0.5518311099970048,0.3690614539090197,0.7346007660849899,2.4630316658211613
0.45,0.47450320672472923,0.3346683847627472,0.6143380286867113,2.4630316658211613
0.47500000000000003,0.48190198838668985,0.32679877622508235,0.6370052005482973,2.4630316658211613
0.5,0.5072293182546814,0.3067401270509521,0.7077185094584107,2.4630316658211613
0.525,0.5574912353741371,0.36071133466889527,0.754271136079379,2.4630316658211613
0.55,0.48764165288665334,0.2836461713647289,0.6916371344085778,2.4630316658211613
0.5750000000000001,0.35372976472956735,0.2469080542951939,0.4605514751639408,2.4630316658211613
0.6000000000000001,0.5716698956121513,0.3943883990408088,0.7489513921834938,2.4630316658211613
0.625,0.421822158160054,0.29939948126205934,0.5442448350580485,2.4630316658211613
0.65,0.48330517026070813,0.30819292029593875,0.6584174202254776,2.4630316658211613
0.675,0.43505367407800205,0.31306239082749293,0.5570449573285111,2.4630316658211613
0.7000000000000001,0.6648092950074093,0.4518058343753436,0.8778127556394749,2.4630316658211613
0.7250000000000001,0.5758432708815373,0.4203696424490603,0.7313168993140143,2.4630316658211613
0.75,0.5448184861529832,0.3642062879075142,0.7254306843984523,2.4630316658211613
0.775,0.45491262535547705,0.3180598654981321,0.591765385212822,2.4630316658211613
0.8,0.6160517189209217,0.47906747233357283,0.7530359655082706,2.4630316658211613
0.8250000000000001,0.3750648418782615,0.30766209381927334,0.44246758993724966,2.4630316658211613
0.8500000000000001,0.43857866725009764,0.31506400324219486,0.5620933312580004,2.4630316658211613
0.875,0.43760852629820957,0.31399757722702915,0.56121947536939,2.4630316658211613
0.9,0.4298315270558035,0.287467868407901,0.572195185703706,2.4630316658211613
0.925,0.45475219116064725,0.31066174323619744,0.598842639085097,2.4630316658211613
0.9500000000000001,0.41985819930483476,0.32444653397089224,0.5152698646387773,2.4630316658211613
0.9750000000000001,0.4747350106862819,0.29538056780606703,0.6540894535664967,2.4630316658211613
1.0,0.6227038426613489,0.4488655432018728,0.7965421421208251,2.4630316658211613
