SNR (dB),Cosine Similarity Mean,95% CI Lower Bound,95% CI Upper Bound,Baseline-Original Cosine Similarity
0.0,0.9948497891426087,0.9899592854821252,0.9997402928030922,0.9761652827262879
0.025,0.9756048202514649,0.9655951372735369,0.9856145032293929,0.9761652827262879
0.05,0.9652324140071868,0.9536293280993807,0.976835499914993,0.9761652827262879
0.07500000000000001,0.9497181177139282,0.9426290901498445,0.9568071452780119,0.9761652827262879
0.1,0.9359153270721435,0.922299139802314,0.949531514341973,0.9761652827262879
0.125,0.931835550069809,0.9190661134410691,0.9446049866985489,0.9761652827262879
0.15000000000000002,0.9470456600189209,0.9390306452288341,0.9550606748090077,0.9761652827262879
0.17500000000000002,0.9355363190174103,0.9277923611130064,0.9432802769218142,0.9761652827262879
0.2,0.9336811304092407,0.9254816309938385,0.9418806298246429,0.9761652827262879
0.225,0.9293834388256073,0.921677520108901,0.9370893575423135,0.9761652827262879
0.25,0.9242603421211243,0.912650087996417,0.9358705962458316,0.9761652827262879
0.275,0.9286179542541504,0.9207966203333937,0.9364392881749071,0.9761652827262879
0.30000000000000004,0.9063747882843017,0.878066191253415,0.9346833853151885,0.9761652827262879
0.325,0.9206056535243988,0.9114327803143645,0.9297785267344332,0.9761652827262879
0.35000000000000003,0.9265198647975922,0.9185911973002318,0.9344485322949526,0.9761652827262879
0.375,0.9193477511405945,0.9125884162428917,0.9261070860382974,0.9761652827262879
0.4,0.9244450092315674,0.9123180325837363,0.9365719858793984,0.9761652827262879
0.42500000000000004,0.9182449281215668,0.9094416129793822,0.9270482432637513,0.9761652827262879
0.45,0.8680406987667084,0.7648657139358254,0.9712156835975915,0.9761652827262879
0.47500000000000003,0.9207270324230195,0.9154316771885045,0.9260223876575344,0.9761652827262879
0.5,0.9147195160388947,0.9042858281528531,0.9251532039249363,0.9761652827262879
0.525,0.8453187435865402,0.7640702784519556,0.9265672087211249,0.9761652827262879
0.55,0.8710702002048493,0.8127033157232931,0.9294370846864054,0.9761652827262879
0.5750000000000001,0.8086446791887283,0.7109439166134777,0.9063454417639789,0.9761652827262879
0.6000000000000001,0.8946310997009277,0.8649516496904194,0.924310549711436,0.9761652827262879
0.625,0.8544768452644348,0.7797611572586525,0.9291925332702171,0.9761652827262879
0.65,0.8634284794330597,0.8221480442454723,0.9047089146206471,0.9761652827262879
0.675,0.8574067711830139,0.7925352748005906,0.9222782675654372,0.9761652827262879
0.7000000000000001,0.8409197300672531,0.7614480898936635,0.9203913702408426,0.9761652827262879
0.7250000000000001,0.8134820222854614,0.7359315269601715,0.8910325176107513,0.9761652827262879
0.75,0.7882208347320556,0.697964158807404,0.8784775106567072,0.9761652827262879
0.775,0.8142041027545929,0.7331897271786143,0.8952184783305714,0.9761652827262879
0.8,0.8715573966503143,0.8246114522238899,0.9185033410767387,0.9761652827262879
0.8250000000000001,0.8880707561969757,0.8814311459934066,0.8947103664005449,0.9761652827262879
0.8500000000000001,0.7679822266101837,0.6676368035383582,0.8683276496820092,0.9761652827262879
0.875,0.828095269203186,0.7564058524655327,0.8997846859408393,0.9761652827262879
0.9,0.8528668642044067,0.8065314922535706,0.8992022361552429,0.9761652827262879
0.925,0.8501105368137359,0.7988918865950247,0.9013291870324471,0.9761652827262879
0.9500000000000001,0.8897775709629059,0.8848885917926084,0.8946665501332034,0.9761652827262879
0.9750000000000001,0.8472967624664307,0.7889138100527169,0.9056797148801445,0.9761652827262879
1.0,0.8910663902759552,0.8886661985655405,0.89346658198637,0.9761652827262879
