SNR (dB),Mutual Information Mean,95% CI Lower Bound,95% CI Upper Bound,Baseline-Original Mutual Information
0.0,3.928534648812819,3.262733636869461,4.594335660756177,2.954562338845334
0.025,0.6989516011818498,0.5409883088207816,0.856914893542918,2.954562338845334
0.05,0.5724457342612074,0.4223804333502237,0.7225110351721911,2.954562338845334
0.07500000000000001,0.55252937079908,0.3684620738493014,0.7365966677488587,2.954562338845334
0.1,0.6996659767930992,0.5484868569458016,0.8508450966403968,2.954562338845334
0.125,0.6427634243799767,0.5052572459387193,0.780269602821234,2.954562338845334
0.15000000000000002,0.650161779417113,0.5122174424841734,0.7881061163500525,2.954562338845334
0.17500000000000002,0.5062844580386464,0.32485438109770615,0.6877145349795867,2.954562338845334
0.2,0.6113826054979412,0.4531133943441902,0.7696518166516922,2.954562338845334
0.225,0.5429406561408763,0.3490205016087064,0.7368608106730461,2.954562338845334
0.25,0.44819125826565154,0.33905093054352564,0.5573315859877774,2.954562338845334
0.275,0.524280982217455,0.3848740335320296,0.6636879309028805,2.954562338845334
0.30000000000000004,0.48505026399078377,0.3537772557386253,0.6163232722429423,2.954562338845334
0.325,0.47731659228679285,0.3413280813580005,0.6133051032155852,2.954562338845334
0.35000000000000003,0.5814206667722469,0.40122349827388104,0.7616178352706128,2.954562338845334
0.375,0.469151799422185,0.31426731983353395,0.624036279010836,2.954562338845334
0.4,0.4750274831224576,0.3273392630548627,0.6227157031900525,2.954562338845334
0.42500000000000004,0.5627743007888127,0.40981594800000254,0.715732653577623,2.954562338845334
0.45,0.5873786395330818,0.38210857723410385,0.7926487018320597,2.954562338845334
0.47500000000000003,0.45932291417630733,0.30682992461251063,0.6118159037401041,2.954562338845334
0.5,0.5352855182949984,0.3917143747163415,0.6788566618736552,2.954562338845334
0.525,0.43769455515076433,0.2675235565148658,0.6078655537866628,2.954562338845334
0.55,0.5560568588903285,0.4032430878577311,0.7088706299229259,2.954562338845334
0.5750000000000001,0.5816206307845518,0.407947562249054,0.7552936993200496,2.954562338845334
0.6000000000000001,0.4535476731875461,0.36848234751136727,0.5386129988637249,2.954562338845334
0.625,0.5672126961835445,0.4150362434536162,0.7193891489134728,2.954562338845334
0.65,0.39166516085495384,0.2747666235551276,0.5085636981547801,2.954562338845334
0.675,0.44796495864786917,0.3138512927270013,0.582078624568737,2.954562338845334
0.7000000000000001,0.771615436156131,0.6034018091049818,0.9398290632072803,2.954562338845334
0.7250000000000001,0.560400406109097,0.40237024454239245,0.7184305676758016,2.954562338845334
0.75,0.46173717672087883,0.34475145670785906,0.5787228967338987,2.954562338845334
0.775,0.533403264575468,0.34974456244463514,0.717061966706301,2.954562338845334
0.8,0.4287645688137748,0.25796822843733563,0.5995609091902139,2.954562338845334
0.8250000000000001,0.40050502872502347,0.2538461717460303,0.5471638857040166,2.954562338845334
0.8500000000000001,0.4419854871081312,0.27821501563624024,0.6057559585800221,2.954562338845334
0.875,0.5583443795073416,0.45554549336972316,0.6611432656449601,2.954562338845334
0.9,0.6567924529423638,0.5024154282199909,0.8111694776647367,2.954562338845334
0.925,0.43962029942475744,0.3453364405684927,0.5339041582810222,2.954562338845334
0.9500000000000001,0.5119818098739793,0.3148209895850503,0.7091426301629085,2.954562338845334
0.9750000000000001,0.5682286681182743,0.4038667855320458,0.7325905507045029,2.954562338845334
1.0,0.4062918268347622,0.25971557661413136,0.5528680770553931,2.954562338845334
